,PdV,PA,PM,PW,Armure,Armure reçue,Armure donnée,Maîtrise Eau,Résistance Eau(,Maîtrise Terre,Résistance Terre(,Maîtrise Air,Résistance Air(,Maîtrise Feu,Résistance Feu(,Maîtrise cumulée,Dommages Infligés,Soins réalisés,Coup Critique,Parade,Initiative,PO,Esquive,Tacle,Sagesse,Prospection,Contrôle,Volonté,Maîtrise Critique,Résistance Critique,Maîtrise Dos,Résistance Dos,Maîtrise Mêlée,Maîtrise Distance,Maîtrise Soin,Maîtrise Berserk,BQ
https://www.zenithwakfu.com/builder/56byp,11158,14,2,12,4463,0,0,240,73,1649,74,1156,72,1649,72,4460,20,0,100,0,0,2,820,100,0,0,1,0,1076,30,0,30,0,1735,0,0,
https://www.zenithwakfu.com/builder/exp9a,3453,11,5,6,0,0,0,186,41,20,53,20,38,186,47,745,0,0,19,20,28,1,122,0,0,0,1,20,6,0,22,8,0,531,0,0,
https://www.zenithwakfu.com/builder/lhebl,1185,10,3,6,0,0,0,71,9,71,13,0,6,71,29,212,0,0,12,0,0,1,48,0,0,0,2,0,0,0,0,0,0,151,6,-16,
https://www.zenithwakfu.com/builder/xg68s,21137,15,4,7,0,0,0,2183,59,860,63,685,61,6006,60,9509,25,-30,92,6,0,3,1456,494,0,0,2,0,1391,34,520,34,0,1592,0,0,
https://www.zenithwakfu.com/builder/q1ymp,11299,10,7,13,0,0,0,1462,68,660,69,213,69,1568,70,3535,31,-30,49,51,0,2,480,174,0,0,4,-10,384,47,177,47,27,1325,27,27,
https://www.zenithwakfu.com/builder/i8y4v,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/xsomo,2350,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/s6cxz,5085,13,5,7,0,0,0,674,56,674,48,239,46,674,39,1474,10,0,38,1,0,2,338,62,0,0,2,0,198,0,24,10,0,578,0,0,
https://www.zenithwakfu.com/builder/jwilc,2305,8,3,6,0,0,0,122,7,0,18,0,7,250,24,377,0,0,12,0,0,0,0,100,0,0,1,0,127,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/1eqjy,6156,14,3,10,2462,0,0,129,62,681,63,486,63,681,62,2438,20,0,85,0,0,2,695,93,0,0,1,0,567,23,0,23,0,1190,0,0,
https://www.zenithwakfu.com/builder/pkva6,2346,10,4,7,0,0,0,148,35,599,13,0,39,529,59,671,0,0,2,0,0,2,30,64,0,0,1,0,0,0,0,8,0,72,0,0,
https://www.zenithwakfu.com/builder/qgajv,1435,11,3,6,0,0,0,199,24,456,36,79,26,159,40,824,0,0,31,2,64,1,34,15,0,0,1,0,0,0,-33,0,0,395,6,0,
https://www.zenithwakfu.com/builder/qr3th,4062,13,5,7,0,0,0,530,44,132,48,202,39,568,45,1385,0,0,39,2,40,0,201,75,0,0,1,0,140,7,0,0,0,677,0,0,
https://www.zenithwakfu.com/builder/1ntgg,2322,11,7,6,0,0,0,163,24,400,40,420,42,400,30,767,0,0,34,0,0,2,107,0,0,0,1,0,156,0,0,0,66,125,0,0,
https://www.zenithwakfu.com/builder/bmw0w,1041,7,4,6,0,0,0,21,14,21,13,21,8,21,20,181,0,0,9,0,0,1,45,0,0,0,1,0,0,0,0,0,0,160,0,0,
https://www.zenithwakfu.com/builder/jvr08,3818,13,5,8,0,0,0,389,45,113,43,60,45,478,55,841,0,0,15,37,28,2,81,43,0,0,1,20,25,0,0,0,24,314,0,0,
https://www.zenithwakfu.com/builder/um9ls,10398,12,5,6,0,30,40,539,80,850,80,850,80,101,81,1518,8,8,5,57,10,-1,255,325,10,10,1,40,0,0,0,82,758,0,0,-90,
https://www.zenithwakfu.com/builder/vdrdr,6154,13,4,6,0,0,0,916,58,1090,59,574,53,1090,56,1845,10,0,48,9,0,3,230,180,0,0,2,0,408,0,84,0,120,143,0,0,
https://www.zenithwakfu.com/builder/5o5ly,24139,12,6,7,0,0,0,1041,78,578,80,1041,78,150,79,5372,10,0,95,40,0,0,647,777,0,0,1,0,481,20,0,0,3850,0,0,0,
https://www.zenithwakfu.com/builder/njhkl,1404,9,4,,0,0,0,111,9,76,9,0,9,111,9,119,0,0,8,2,0,0,-28,7,0,0,1,0,0,0,0,0,0,8,0,0,500
https://www.zenithwakfu.com/builder/btl2o,6711,12,6,7,0,0,0,915,54,552,52,100,69,915,63,1805,0,0,52,5,4,1,584,97,0,0,1,0,80,0,0,0,666,0,0,144,
https://www.zenithwakfu.com/builder/5khl4,23608,9,6,11,0,0,0,3031,83,1432,83,187,83,5322,83,7085,21,8,70,55,10,2,642,746,10,10,2,10,260,74,34,74,1440,34,34,-39,
https://www.zenithwakfu.com/builder/shbul,3456,8,3,6,0,0,25,235,28,235,28,235,28,235,28,343,-35,30,23,0,16,0,204,0,0,0,1,10,0,0,0,0,0,0,108,0,
https://www.zenithwakfu.com/builder/vryt6,333,9,3,12,0,0,0,52,1,52,1,33,1,181,1,333,0,0,9,0,0,0,47,5,0,0,1,0,0,0,0,0,0,152,0,0,
https://www.zenithwakfu.com/builder/gjvpn,949,10,3,6,0,0,0,175,35,175,35,175,32,175,35,182,0,0,11,22,20,0,2,50,0,0,3,0,0,0,0,0,0,0,7,0,
https://www.zenithwakfu.com/builder/kazfa,446,8,4,5,0,0,0,204,8,63,8,204,8,204,8,210,0,0,19,0,0,-1,25,0,0,0,2,0,0,0,0,0,6,0,0,0,
https://www.zenithwakfu.com/builder/leir8,446,8,4,5,0,0,0,204,8,63,8,204,8,204,8,210,0,0,19,0,0,-1,25,0,0,0,2,0,0,0,0,0,6,0,0,0,
https://www.zenithwakfu.com/builder/szfxy,714,9,4,6,0,0,0,302,33,302,32,302,30,302,33,314,0,0,19,0,4,-1,60,125,0,0,4,0,2,0,2,0,4,4,0,0,
https://www.zenithwakfu.com/builder/wyk1u,21064,13,2,20,0,0,0,2286,85,907,87,269,85,5853,86,7983,18,8,93,0,10,5,300,324,10,10,1,0,373,0,0,0,0,1830,0,-73,
https://www.zenithwakfu.com/builder/yt6kq,7841,12,4,6,0,0,0,318,60,556,62,556,62,144,57,2087,25,-30,41,0,0,4,754,37,0,0,2,20,186,0,0,0,0,1345,0,0,
https://www.zenithwakfu.com/builder/3bdem,14593,10,8,8,0,0,0,1807,73,1807,73,240,73,1355,74,5282,36,8,80,11,10,0,926,556,20,20,1,30,1420,40,160,40,1895,0,0,0,
https://www.zenithwakfu.com/builder/b1oay,32664,9,6,8,0,-50,0,2337,90,2337,90,2337,89,150,89,2657,-25,-50,13,51,80,0,180,790,0,0,1,0,0,109,0,113,0,320,0,0,
https://www.zenithwakfu.com/builder/fgpns,4153,14,4,6,0,0,10,966,51,1397,51,1107,51,1722,51,1722,96,8,100,-3,10,1,265,83,20,20,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/0ymrn,3906,11,5,9,0,0,0,281,48,173,51,181,43,414,55,909,0,0,33,2,20,2,147,-10,0,0,1,20,23,10,65,18,0,407,0,0,
https://www.zenithwakfu.com/builder/lm6pu,9013,14,1,18,0,0,0,1564,68,808,51,245,40,1564,62,3059,20,0,97,0,0,3,202,-17,0,0,2,0,562,0,0,0,0,933,0,0,
https://www.zenithwakfu.com/builder/xmp0t,4901,11,6,6,0,0,0,265,69,497,62,218,64,497,68,1546,10,0,38,3,0,0,350,174,0,0,3,0,104,0,0,0,352,593,0,0,
https://www.zenithwakfu.com/builder/npsjq,7741,13,3,12,0,0,0,995,71,441,54,318,49,1101,51,2667,10,0,54,0,0,4,533,70,0,0,2,0,343,0,0,0,0,1313,0,-90,
https://www.zenithwakfu.com/builder/pxxa8,2650,8,3,6,0,0,0,0,4,0,4,0,4,0,4,95,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,95,0,0,
https://www.zenithwakfu.com/builder/5p9vn,1150,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/udh2n,1150,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/bsdob,14994,13,5,5,0,0,0,5379,70,3979,73,2350,64,5379,68,5379,18,8,59,7,10,0,516,522,10,10,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/3jepq,3535,10,5,6,0,10,0,825,45,532,41,41,47,825,28,1271,0,0,-3,7,0,0,180,248,0,0,1,0,46,0,0,15,238,0,0,162,
https://www.zenithwakfu.com/builder/ujk4l,595,8,3,6,0,0,0,96,8,96,8,96,8,96,8,187,0,0,9,0,0,0,10,0,0,0,2,0,0,0,0,0,0,91,0,0,
https://www.zenithwakfu.com/builder/udfgz,447,8,4,5,0,0,0,209,9,63,9,209,9,209,9,215,0,0,15,0,0,-1,25,0,0,0,2,0,0,0,0,0,6,0,0,0,
https://www.zenithwakfu.com/builder/h6bto,20513,10,5,9,0,0,0,94,81,1614,81,2090,81,1640,81,5933,0,0,44,46,0,0,1245,354,0,0,1,0,2817,34,34,34,470,454,34,34,
https://www.zenithwakfu.com/builder/4vofk,3916,11,6,7,0,0,0,284,45,214,50,181,44,417,56,956,0,0,44,0,20,2,197,25,0,0,1,20,67,0,65,8,0,407,0,0,
https://www.zenithwakfu.com/builder/hfzco,1800,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/wiks0,1860,12,4,8,0,0,0,246,26,202,26,0,21,284,26,440,0,0,20,0,0,2,92,-28,0,0,1,0,6,0,0,0,0,150,0,0,
https://www.zenithwakfu.com/builder/umwpf,1939,9,5,6,0,0,0,179,40,45,40,0,40,275,37,363,0,0,16,18,0,0,104,129,0,0,2,0,9,0,19,10,7,40,0,13,
https://www.zenithwakfu.com/builder/lxtff,11500,12,7,6,0,0,7,635,71,635,71,355,74,61,71,752,-45,-50,12,50,228,3,620,188,0,0,2,30,10,20,0,80,68,0,0,39,
https://www.zenithwakfu.com/builder/fzqvc,20664,11,7,6,8265,0,0,3033,51,1878,63,431,60,3139,63,7659,14,0,-1,0,371,2,718,397,0,0,1,0,-141,-40,0,0,0,2080,0,2581,
https://www.zenithwakfu.com/builder/axn9s,15854,11,7,8,0,0,0,140,77,1040,77,2136,75,2136,79,5128,7,0,100,40,0,0,1144,254,0,0,1,0,1381,-20,30,30,1551,0,0,30,
https://www.zenithwakfu.com/builder/nfva9,14799,13,5,8,0,0,0,90,60,1211,67,1211,54,1211,72,3809,33,-22,50,10,10,-2,710,270,10,10,2,0,368,0,0,0,650,1580,0,0,
https://www.zenithwakfu.com/builder/13ywi,7278,12,5,7,0,0,0,458,70,115,70,596,70,631,72,2152,0,0,-4,0,0,2,306,126,0,0,1,20,0,0,0,0,0,1329,192,0,
https://www.zenithwakfu.com/builder/ywndb,1133,11,4,6,0,0,0,135,26,73,30,0,28,135,30,175,0,0,10,17,0,0,1,63,0,0,1,0,8,8,0,16,25,0,0,7,
https://www.zenithwakfu.com/builder/zcxqz,1714,10,4,6,0,0,0,230,21,7,17,7,21,257,21,392,0,0,5,3,0,-1,55,125,0,0,2,0,5,0,0,8,130,0,0,0,
https://www.zenithwakfu.com/builder/lrohj,863,9,3,6,0,0,0,0,0,35,0,35,0,73,0,73,0,0,7,0,0,0,-10,-10,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/sydtt,2490,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/5qoat,11982,13,5,6,0,0,0,194,63,1298,64,792,62,1298,61,2717,10,0,67,2,0,4,708,220,0,0,3,0,200,20,0,20,0,1219,0,0,
https://www.zenithwakfu.com/builder/hxjaw,15977,13,2,14,0,0,0,1302,75,2124,73,252,73,3768,73,7044,18,8,90,7,10,1,1345,240,10,10,1,20,814,10,30,30,30,1630,742,30,
https://www.zenithwakfu.com/builder/psckg,16112,13,4,9,0,0,20,3688,65,4401,70,2971,69,4401,69,4401,55,-22,143,9,10,3,127,387,20,20,1,0,0,20,0,65,0,0,0,0,
https://www.zenithwakfu.com/builder/xnq0w,1550,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/osdlq,25460,13,5,9,0,0,0,6903,77,2984,79,1949,76,6903,76,8797,33,-22,89,-20,10,4,836,405,20,20,1,0,0,36,102,36,0,1792,0,0,
https://www.zenithwakfu.com/builder/wo7kf,6134,13,4,12,0,0,0,590,54,387,51,293,40,696,58,2009,10,0,45,4,0,2,476,60,0,0,2,0,257,0,0,0,0,1056,0,0,
https://www.zenithwakfu.com/builder/bbh5b,21631,13,3,6,0,0,0,805,79,2156,83,194,79,4416,80,8172,18,8,51,8,10,0,215,543,10,10,1,0,1169,0,0,0,1081,0,0,1506,
https://www.zenithwakfu.com/builder/evsch,1050,11,5,8,0,0,0,285,29,162,26,116,29,285,34,844,18,0,3,0,48,2,12,7,0,0,2,-10,10,10,251,30,10,268,10,10,
https://www.zenithwakfu.com/builder/p4i0s,10779,12,3,18,0,0,0,1126,55,776,60,205,44,1126,63,1798,10,0,44,2,24,2,555,340,0,0,2,0,134,0,0,0,0,538,0,0,
https://www.zenithwakfu.com/builder/tra9y,25897,11,6,7,0,0,0,179,81,1017,81,1336,81,1336,83,6847,7,0,98,41,0,-1,1720,384,0,0,1,23,2434,34,34,34,3009,0,0,34,
https://www.zenithwakfu.com/builder/ggx2u,854,8,6,6,0,0,52,221,20,221,25,154,20,221,22,221,-40,0,13,2,8,0,12,78,0,0,2,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/oexii,428,9,5,6,0,0,18,149,14,149,14,149,14,130,14,407,0,10,22,2,0,2,-540,-600,0,0,1,5,12,0,0,0,0,246,0,0,
https://www.zenithwakfu.com/builder/4damm,334,10,3,6,0,0,0,122,11,122,11,122,11,122,11,442,0,0,28,2,0,2,-528,-600,0,0,2,0,78,0,0,0,0,242,0,0,
https://www.zenithwakfu.com/builder/q5nha,332,10,2,5,0,0,0,121,12,121,12,121,12,121,12,415,10,0,28,2,0,2,-518,-600,0,0,2,0,19,0,0,0,0,275,0,0,
https://www.zenithwakfu.com/builder/ahhlo,584,9,3,6,0,9,0,88,16,264,16,264,16,264,16,396,0,0,29,0,0,-1,15,96,0,0,2,0,12,0,0,0,120,0,0,0,
https://www.zenithwakfu.com/builder/l1vlj,493,9,3,6,90,18,0,130,16,245,16,245,16,245,16,405,6,0,3,2,6,0,5,96,0,0,3,0,0,0,0,0,122,0,0,38,
https://www.zenithwakfu.com/builder/rj3lk,25463,13,5,8,0,0,0,5630,66,382,60,116,71,2735,64,7126,10,0,59,0,0,2,766,255,0,0,1,20,576,0,200,0,0,720,0,0,
https://www.zenithwakfu.com/builder/wal6q,35844,12,7,11,0,10,0,4040,58,3030,58,165,65,4040,62,5375,0,0,26,58,0,4,1331,820,0,0,1,0,0,80,0,0,0,430,0,905,
https://www.zenithwakfu.com/builder/oi5ri,3699,12,5,14,0,0,0,391,53,129,45,211,44,391,46,659,0,0,33,4,0,2,211,29,0,0,2,0,28,0,0,0,0,240,0,0,
https://www.zenithwakfu.com/builder/zhkhd,2594,7,7,7,0,0,0,158,59,231,56,168,56,496,54,1210,62,-22,64,0,10,0,220,94,10,10,1,-30,207,16,69,16,16,390,16,16,
https://www.zenithwakfu.com/builder/hc0pc,3744,13,4,6,0,0,0,292,42,219,52,106,38,330,47,1185,0,0,63,0,56,2,335,59,0,0,1,0,71,0,52,0,0,732,0,0,
https://www.zenithwakfu.com/builder/opc0y,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/mdc4m,1600,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/ggzlr,1801,9,4,6,0,0,0,221,22,12,21,0,25,273,37,395,0,0,13,0,0,1,83,15,0,0,1,0,29,0,0,0,0,93,0,0,
https://www.zenithwakfu.com/builder/yf30v,5128,12,5,8,0,0,0,333,61,151,45,40,46,448,60,1088,10,0,41,0,0,2,396,30,0,0,3,0,44,0,6,0,0,590,0,0,
https://www.zenithwakfu.com/builder/3scsm,24986,12,6,9,0,7,10,3067,79,1671,79,3067,80,220,79,4972,0,0,29,3,0,3,1807,425,0,0,1,0,0,15,0,15,0,1683,222,0,
https://www.zenithwakfu.com/builder/7ypmi,33283,12,6,7,0,0,28,4188,87,1192,87,400,87,4868,88,4868,8,8,46,33,30,0,1047,615,10,10,1,0,0,40,0,44,0,0,0,0,
https://www.zenithwakfu.com/builder/kaeux,9061,14,4,12,0,0,0,1041,60,421,61,142,52,2163,51,3496,10,0,102,0,0,1,547,81,0,0,2,0,331,0,133,0,0,869,0,0,
https://www.zenithwakfu.com/builder/diyud,20109,14,6,22,0,0,0,2645,53,868,39,697,53,3190,34,6887,28,-30,80,0,432,2,782,300,0,0,1,-30,2393,0,0,0,0,1304,0,0,
https://www.zenithwakfu.com/builder/rhrhj,16176,13,2,18,0,0,0,2306,80,786,79,162,80,2306,80,5421,10,0,91,6,0,4,740,299,0,0,1,0,1160,12,32,32,32,1695,32,164,
https://www.zenithwakfu.com/builder/muhsa,17811,11,9,12,5118,0,9,1572,80,1572,81,1304,81,60,81,2286,0,0,17,44,0,4,641,131,0,0,2,58,99,90,137,46,0,450,28,0,
https://www.zenithwakfu.com/builder/tqftq,20825,14,3,21,0,10,0,2397,79,410,79,658,77,4828,78,6400,0,0,94,0,0,1,331,579,0,0,1,-10,572,14,34,34,34,864,34,34,
https://www.zenithwakfu.com/builder/kupcw,1552,6,3,6,0,0,0,43,6,0,6,0,6,43,6,99,0,0,3,5,0,0,35,35,0,0,1,0,0,0,0,0,56,0,0,0,
https://www.zenithwakfu.com/builder/lizas,3211,13,4,7,1284,0,0,221,54,291,51,452,44,490,56,1745,8,8,100,0,10,1,158,76,10,10,1,0,365,16,0,16,0,479,0,411,
https://www.zenithwakfu.com/builder/4k6ui,3118,10,5,6,0,0,0,595,58,533,58,272,57,710,59,1230,16,16,15,12,0,1,278,47,0,0,1,0,68,12,12,12,12,12,404,12,
https://www.zenithwakfu.com/builder/jfhw5,7188,12,6,6,0,0,0,90,67,745,61,745,61,379,57,1449,0,0,46,17,0,-1,299,362,0,0,2,0,22,20,0,0,682,0,0,0,
https://www.zenithwakfu.com/builder/6mtom,8234,13,6,7,0,0,23,1139,75,407,74,902,75,1139,75,1903,8,8,-8,9,10,3,99,174,10,10,1,0,21,31,21,31,21,21,659,21,
https://www.zenithwakfu.com/builder/3z2mp,7448,12,5,6,0,0,18,970,73,755,72,302,73,970,73,1959,0,0,4,20,0,1,188,371,0,0,2,0,47,87,21,21,858,21,21,21,
https://www.zenithwakfu.com/builder/kfgo7,3060,6,3,6,0,0,0,0,8,0,0,0,8,0,8,690,0,0,9,0,0,0,110,0,0,0,1,0,0,0,345,0,0,345,0,0,
https://www.zenithwakfu.com/builder/vl90s,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/vc6ni,4973,12,5,9,0,0,0,237,63,104,27,40,52,301,45,1007,0,0,44,0,0,4,191,35,0,0,1,20,68,0,0,0,0,582,0,56,
